,airline_sentiment,airline,text,user_timezone
13052,neutral,American,@AmericanAir could you check if there is SWU (typo in last post) space on AA199 MXP-JFK Feb 28th? Thanks,Amsterdam
13053,neutral,American,@AmericanAir could you check if there is SVU space on AA199 MXP-JFK Feb 28th? Thanks,Amsterdam
13054,positive,American,"@AmericanAir Thanks gang! Mind if I ask, do you handle all of your Social Media in house?",Central Time (US & Canada)
13055,negative,American,@AmericanAir sure is. What's more frustrating is being stranded at the airport with our fate in your hands.,Eastern Time (US & Canada)
13057,positive,American,@AmericanAir yes I have. Thanks,NA
13058,negative,American,@AmericanAir 77min still on hold to chg award travel #sorrynotsorry,Central Time (US & Canada)
13059,negative,American,@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...,Central Time (US & Canada)
13060,positive,American,@AmericanAir i got a new reservation for tomorrow. Thanks!,Pacific Time (US & Canada)
13061,neutral,American,"@AmericanAir I have a couple questions for you, if you’re available for PM?",Madrid
13062,neutral,American,@AmericanAir Is my friends flight 386 from JAX to DFW Cancelled Flighted?,Mountain Time (US & Canada)
13063,negative,American,@AmericanAir still not taking calls ?   Storm ended 2 days ago. Be like pats and #doyourjob,NA
13064,positive,American,"@AmericanAir $90 dollar RT ticket to Chicago? Yes, Please!",Eastern Time (US & Canada)
13065,neutral,American,@AmericanAir Thank you,NA
13066,positive,American,@AmericanAir Let's all have a extraordinary week and make it a year to remember #GoingForGreat 2015 thanks so much American Airlines!!!,Eastern Time (US & Canada)
13067,negative,American,@AmericanAir not helpful,NA
13068,negative,American,"@AmericanAir you expect us to spend our hard earn $ to fly and make exceptions when you have extra call volume, however, you never make acpt",NA
13069,neutral,American,"@AmericanAir but my friend was told she was able to use her credit with the airline towards one of my flights, then was told she couldn't.",NA
13070,negative,American,@AmericanAir hour and a half after landing bags are finally trickling off. http://t.co/4KbTzVjU3b,Mountain Time (US & Canada)
13071,neutral,American,@AmericanAir well you spelled my name wrong.,NA
13072,negative,American,"@AmericanAir 2 hours now!  No I'm not patient.  Why don't you have a call back feature or pay someone to answer the phone, not tweet #onhold",NA
13073,negative,American,@AmericanAir please do something about boarding at DCA 35X. Many delays + buses to planes on tarmac despite empty gates. Disorganized mess.,NA
13074,negative,American,@AmericanAir no standby line update online or on app either is troubling,NA
13075,negative,American,"@AmericanAir No. Had to Cancelled Flight my trip. Instead of a $25 future trip voucher, a $25 drink coupon would've been better! #WakingInMemphis",Central Time (US & Canada)
13076,positive,American,"@AmericanAir thx, just sent the DM",Hawaii
13077,negative,American,@AmericanAir Unbelievable that I cannot even wait on hold to speak to a human being to resolve my issue!!!!!!!! The system simply hangs up!,Central Time (US & Canada)
13078,negative,American,@americanair thanks to your airline I now have a ruined bag and you refuse to do anything about it.,NA
13079,negative,American,@AmericanAir 4 open kiosks for priority with no line and only 4 open for main check in for ~80-100 ppl,NA
13080,negative,American,@AmericanAir I have the app - after my nonsense flight Cancelled Flightation yesterday I wasn't able to use the app or kiosk today. Hour long line.,NA
13081,negative,American,@AmericanAir Thank u! Did reach out to both and have not had a response yet. Lost and Found goes straight to VM.,Pacific Time (US & Canada)
13082,negative,American,"@AmericanAir ""bag has not yet been located"". Again, 5th time I've checked it. How can tracking my bag be this hard for your system?",NA
13084,negative,American,@AmericanAir @maxfitgirl29 next time fly Southwest...,Central Time (US & Canada)
13085,negative,American,@AmericanAir Still on hold. Way to suck.,Pacific Time (US & Canada)
13086,positive,American,@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!,NA
13087,negative,American,@AmericanAir are flights leaving Dallas right now? In Maui trying to figure out how delayed flight 7 is going to be,NA
13088,negative,American,"@AmericanAir, ask your new colleagues @USAirways how they handled US 728 on 21 Feb. I expect to be made whole again. Check complaint inbox.",NA
13089,negative,American,@AmericanAir get me outta here,NA
13090,negative,American,@americanair just tried calling. got a high call volume at this moment message and then it said goodbye and hung up…,Eastern Time (US & Canada)
13091,negative,American,@AmericanAir really appreciate the great customer service... One of your service agents just hung up on me when asking legitimate questions,Pacific Time (US & Canada)
13092,negative,American,@AmericanAir don't they already know ?  Isn't everyone sharing how nasty the food is? It's not even close to decent.,NA
13093,positive,American,@AmericanAir Thank you. It's much appreciated. We have been on the plane for 90 min now at the gate.,Eastern Time (US & Canada)
13094,negative,American,@AmericanAir did you guys get rid of the functionality on http://t.co/R1OQAVEO7I to put a reservation on hold for 24 hours? i don't see it,Pacific Time (US & Canada)
13095,negative,American,"@AmericanAir On hold since 5am. When no one can get to the airport, Cancelled Flight flight, don't make us pay huge fee to change flight.",Pacific Time (US & Canada)
13096,positive,American,@AmericanAir All of the nicest people in the world work at Admiral's clubs. Gladys in San Juan es mi Amiga,Central Time (US & Canada)
13097,neutral,American,@AmericanAir due to road conditions,NA
13098,neutral,American,@AmericanAir I was going to change it to tomorrow because I am concerned if the fllight does make I won't be able to leave the airport   1/2,NA
13099,positive,American,"@AmericanAir I love very much your planes, can you please follow me back? It's an amazing bussines!",NA
13100,negative,American,"@AmericanAir so if your genuine, give me your opinion  on what occurred last night 445 fly  from phl, to mia. No assistance at airport",NA
13101,negative,American,@AmericanAir How can I get a flight change while in the air? Delays causing a missed connection again. There is 1 seat for Late Flightr,Mountain Time (US & Canada)
13102,negative,American,@AmericanAir I think 2 weeks of waiting is more than enough time for you to contact me.  This is why you lose customers,NA
13103,negative,American,"@AmericanAir Way to suck at customer service, Dallas is trapped in an ice storm but you didn't Cancelled Flight 7am flight &amp; been on hold all day.",Pacific Time (US & Canada)
13104,negative,American,@AmericanAir umm unexpected?? Unexpected meaning you guys didn't know you had a major staff shortage ??,Casablanca
13105,negative,American,@AmericanAir Also do you have any way to speak to someone on the phone? Your 1-800 # has been hanging up on me all day.,NA
13106,positive,American,@AmericanAir SFO. Natt (the agent who helped me) really did an awesome job.,Central Time (US & Canada)
13107,negative,American,@AmericanAir I paid seat upgrade b4 the severe weather.  Got booked on another flight but did not get upgrade. Was calling to inquire. HELP!,NA
13109,positive,American,@AmericanAir well Done all of you xx,London
13110,positive,American,"@AmericanAir Thanks. Having issues checking in for flight, please check our DM convo for more info.",NA
13111,negative,American,@AmericanAir You don't care about keeping your customers safe or at least you didn't care about my sister,NA
13112,negative,American,@AmericanAir maybe you should stop tweeting and start calling. Or make it available for people to wait on-hold instead of hanging up on us.,NA
13113,negative,American,"@AmericanAir, that's not the point. Say its $1300 at the counter when I clearly see $500 on your site? AA agent was @ a loss 4 words, too",Central Time (US & Canada)
13114,negative,American,@AmericanAir When will callers from the East Coast be able to speak to an actual human for reservation support? All agents busy call Late Flightr..,NA
13115,positive,American,@AmericanAir My father loved working for you as well as PanAm,Arizona
13117,negative,American,"@AmericanAir is there something wrong with the website? no matter what flight I select, it says it's no longer available.",Mountain Time (US & Canada)
13118,negative,American,@AmericanAir now you're sending a gate agent to talk to us? Joke of an airline. Thanks for ruining my vacation. #neverflyAAagain,Eastern Time (US & Canada)
13119,positive,American,@AmericanAir  CXL flight. rebooked 2 PAX no problems. Thank you and everyone at AA for helping us all out!,NA
13120,negative,American,@AmericanAir we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.,Eastern Time (US & Canada)
13121,neutral,American,@AmericanAir I wrote down the evoucher number. I got rid of the voucher when I purchased air fair,Hawaii
13122,negative,American,@AmericanAir Only fluctuated because aa took 2 hrs to call me back.Ended up paying (extra) in $US so above statement not true,NA
