"Response","tweets"
"positive","rt  appwebstudios  be a wise man  business  entrepreneur  api  js  css  success  ui  ux  webdesign  webdevepment  mobileapp  apple  iphone "
"positive","rt  jurassicapps   brand new release assassin vs mummies match 3  mac   version visit mac app store now to download for  free  click copy b "
"positive","be a wise man  business  entrepreneur  api  js  css  success  ui  ux  webdesign  webdevepment  mobileapp  apple  https   t co qakqggh9bq"
"positive"," freelance  freelancing  freelancer  technology  news  information  computer  cyber  world  internet  iphone  https   t co mlsv8de3xm"
"negative","applemusic  apple  news  iphone  ipad  ios9 3  beta1 skype doubles group call limit to 50  overtakes facetime s max  https   t co erjubdbcyu"
"positive","websms for  iphone  write sms on pc mac via  iphone  ios  sms  free  switchrts  https   t co 9azj2ifald"
"negative","trans people face daily challenges unimaginable to a lot of us and that s why we want to discuss this and ask for y  https   t co hizldyitfc"
"positive","the  apple 10 5 inch ipad pro is immensely powerful  amp  equipped with great performance  call  08140000114  https   t co z0l1cct8xp"
"positive","looks like the fakedroids were all hype    as usual   samsung  android  iphone https   t co s3bxlqz7nr"
"neutral"," subway  surfers app apes review  https   t co khx7e8kn39  apple  ios  ipad  iphone"
"positive","baguette       baking  boulangiere  chef  baker  fresh  baguette  france  paris  pain  bread  sourdough  culture  https   t co dj5kqmgrsa"
"positive","still can t get over how well these cases have been received by our customers  so much love for the military grade  https   t co fhspwa714k"
"positive"," bible verse found with uplifting psalms daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co gdmjjgbsoa"
"negative"," jonnyevans cw explains what s likely  less likely  and unlikely in this 2019  iphone rumor guide   https   t co ymnescdslk"
"positive","rt  ndhunay  i love using my  android phone to tap and pay for purchases  i simply unlock the phone  amp  tap  this morning i saw someone use a "
"positive","our  phoneoftheday is this lovely  apple  iphone 6 with 64gb of storage and unlocked to all networks   looking to u  https   t co pefbj6fwa8"
"positive","happy friday it s go time  have an awesome day                         newyork  newjersey  brooklyn  nyc  ny  apple  https   t co iqxs6kbhqb"
"neutral","at  work and can t  think  you re wound up    here s how to unwind in your  dream  diary  journal for  iphone  ipad  https   t co z5zbbuwlzo"
"positive","seeing as  apple  iphone is probably the main reason i have thousands of dollars of apple products and accessories   https   t co ew3smkinsx"
"positive","rt  fit5p  start  healthyliving today with  fit5p   fit5  exercise  iosapps  app  ios  iphone  appstore  ipad  itunes  dietplan  weightloss "
"negative","rt  pokdedotnet  guy 1  there s no way that a big company like apple can get scammed easily guy 2  hold my cendol   apple  iphone  scam  co "
"negative","has anyone found any issues with ios update 12 2   iphone"
"positive","what s the best browser for  iphone  we compare 7 apps so you don t have to  https   t co vhbnwqcjsn"
"positive"," bible verse found with identity in christ daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co neiwgknj3j"
"positive","10 key benefits of swift for ios app development  swift  ios  iosdev  swiftlang  iphone  objectivec  apple  https   t co cbhsttq6xl"
"neutral","whatsapp s business app comes to the iphone   techcrunch https   t co flvzjgikgm via  googlenews  whatsapp  tech  https   t co godjnrhscj"
"positive","win an hp sprocket plus to print your mobile snaps on the go       enter here   https   t co q9cw4cybau     comp  https   t co tsnpjjbuar"
"positive"," electronics  smart  anime  tech  phone  fitness  hiking  camp  manga  iron  man  news  sports  charger  iphone  https   t co wffpir6h1b"
"positive","found this with prayers  amp  blessings daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co yiqapbsjn5"
"neutral","rt  keerthy1995   apple s dropping price s of  iphone s https   t co arxfthza4e  pubg mobile  pubg    pubg      pubgclips  pubggad  pubgmhb "
"negative"," apple s dropping price s of  iphone s https   t co arxfthza4e  pubg mobile  pubg    pubg      pubgclips  pubggad  https   t co mkflfu8maw"
"positive","rt  intechent  can we sit back and admire apple and other phone companies for how expansive and impressive the camera applications have bec "
"neutral"," whatsapp  ios business app goes live for  iphone     xanjero https   t co zdkhmcpc0w https   t co fpbhb8uahy"
"neutral"," whatsapp  ios business app goes live for  iphone     xanjero https   t co sd6ki4rnvs https   t co hi659zs0kg"
"positive"," bible verse found with identity in christ daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co 7eiq8yjtma"
"positive"," whatsappsbusiness  app is today launching on  iphone  main goal is to help small business owners to reach their  https   t co uqt53hkae9"
"positive","can we sit back and admire apple and other phone companies for how expansive and impressive the camera applications  https   t co baizecw0bf"
"positive","price drop   dot line  on sale for  iphone  ipad  0 99  gt  gt  free https   t co t5082aygwi https   t co 1j3ppdtn2y"
"positive","r sole https   t co 7xk6cz5umu http    www redbubble com people what a shocker    tshirt  iphone  gift  birthday  redbubble"
"positive","start  healthyliving today with  fit5p   fit5  exercise  iosapps  app  ios  iphone  appstore  ipad  itunes  https   t co fy7ex0l4tt"
"positive","as you begin your friday remember good things take time                            newyork  1  ny  truth  travel  https   t co shriyacr5n"
"positive","i love siamese cats  iphone case https   t co x244c2vrvr via  thecatinblack   iphone case  shopping https   t co 0e7yxtg1vi"
"positive","colorful coral reef fish  iphone case https   t co an45azezdz via  thecatinblack  phone  shopping https   t co af2d39c6e8"
"neutral","chicken satay          follow   manavpiplani        picoftheday  likesforlikes  sodelhi  nom  indianfood  platter  https   t co ir7kmxvtxq"
"positive"," bible verse found with prayers  amp  blessings daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co 8mqikmapic"
"positive","how many people are  applemusic    iphone   mac  lover  if yes then this for you    6  cashback itunes purchase     https   t co oo5x7ngciu"
"positive","new samsung galaxy s10 128gb available   290 000   samsung  android  s10  galaxy  galaxys10  apple  iphone  https   t co 7z6m1wtmyj"
"neutral","rick goes to    china    lego  legomoc  legofan  legophotography  legostagram  afol  chinanewyear  melbourne  https   t co gmxzowowim"
"positive","free iphone mockups made by  extravaganso   mockup  iphone  iphonemockup https   t co ma9g8ipjp1"
"positive","best and worst time to eat apples    apples  apple  food  fruit  fruits  iphone  yummy  healthyfood  healthy  https   t co lbqhnjrtjj"
"neutral"," ocean  yullumgocove  eden  southeastcoast  nsw  visitnsw  destinationnsw  tourismnsw  exploreaustralia  travelnsw  https   t co ifqu1rhhf1"
"positive","apple s shocking new  iphone design makes sense https   t co run51ebuec"
"neutral","rt  evankirstel  lines of  software code required to run the  space shuttle  your  iphone and  google    wef ht  mikequindazzi  emergingtec "
"positive","rt  leehillerdesign                 hamsa on gold  tshirts  hats  cufflinks  iphone case  tie  flask  onesie  https   t co zqwvr9rtrc https "
"positive","rt  device world1  glitter marble case for iphone xsmax xs x 8plus 7plus 7 8      0202024981 60cedis pickup delivery available  site15  iph "
"positive"," yjaswrites  ffcbookclub  apple  applestores  applesupport  appleuk    appleuk  wow  for such a big company surely  https   t co bxcgsx1jss"
"positive","guy 1  there s no way that a big company like apple can get scammed easily guy 2  hold my cendol   apple  iphone  https   t co whgaamqnic"
"negative"," yjaswrites  apple  applestores  applesupport  appleuk    appleuk  noooooo way     surely that s not right  wow   i  https   t co 3zhs4j44tu"
"positive","applemusic  apple  news  iphone  ipad  ios9 3  beta1 apple music subscription prices slashed in india https   t co 9szoe9dhlk"
"positive","https   t co eg4tvzyupf apple iphone xr  256gb  red m r p   91 900 00  price  74 900 00  you save  17 000 00  18    https   t co vygjfujal0"
"negative"," yjaswrites  apple  applestores ooh     this is awful and as an artist i can imagine the inconvenience this is caus  https   t co qbwav7rc6y"
"positive","rt  cmarixtechlabs  what are the principal differences between ios and android to consider when building apps with react native  https   t  "
"positive","hey guys  fashion in https   t co rpgttodmsn  shopping  price  money  coupon  tv  video  car  aws  prime  https   t co jhaluvadrq"
"neutral","get  comic  girl  stickers for  imessage  ios10  iphone  blogger  girlhero  girlsbelonghere  girlstakeover https   t co lrdw2qwp7h"
"positive","crystal sunset photography  https   t co qd9ogqphok   crystal  sunset  photography  beautiful  sun  iphoneography  https   t co kclzxq86vz"
"positive"," reading on your phone made easier and faster with our seeoo light attached to your  iphone   choose the color for  https   t co ye9fsq99bf"
"positive","amazon music unlimited  promozione per tre mesi gratis  https   t co puhhv2hkwy  apple  ios  iphone"
"positive"," apple s shocking new  iphone  design makes sense https   t co tcsduze0j3"
"negative"," kayosports your app is broken    androidtv  iphone and  appletv  wtf"
"neutral"," wallpapers  iphone   iphonexsmax  iphonexs  iphonex  iphonexr   virtual paper  wallpaper for    iphone xs max   ip  https   t co ljvzw6kgdu"
"positive","opula software   leading mobile app development company in surat offers android  iphone  ios and windows mobiles ap  https   t co m5mkotvxfl"
"negative","rt  ridheeshbhan  check my video about one plus 7 leaks here https   t co n7thvqvc1j  oneplus  iphone  photography  samsung  india  shotono "
"positive","morning guys   me  myself  selfie  morning  goodmorning  man  guy  boy  teen  instaboy  instaguy  instaman  https   t co stigarnqjz"
"negative","rt  imagictrickapp  imagic trick on the  appstore https   t co vujmyshcfn  magic for the  iphone   ipad and  applewatch"
"positive","get 10  off all iphone 7 and 7 plus  at https   t co kehonzpvbj    discount only valid until 7th april so act fast   https   t co mfbdsgjbg5"
"neutral","fix iphone  ipad keeps disconnecting from usb with pc or mac  tamil  https   t co hvthn1xv4h   iphone  apple  tamil  https   t co b8copdz1mn"
"positive","rt  capackermann  unboxing iphone xr      https   t co 1h6gkjpnw3  luxe  luxury  girl  style  unboxing  lifestyle  fashion  love  hightech "
"neutral","rt  karetniy  hand holds the smartphone with skype application on the screen    https   t co 1ut4swa1t6   ios  https   t co idj2necab7"
"neutral","it s april 05  2019 at 05 01am   apple  iphone  unlocking prices has  dropped time  now to get it  unlocked swiftun  https   t co l0yszaa2pf"
"neutral","itunes taking forever to sign in  how to fix  anybody   help  iphone  ios  howtofix  itunes  troubleshoot"
