"","airline_sentiment","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","text","tweet_coord","tweet_location","user_timezone"
"14279","positive",1,NA,NA,"American","@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights",NA,"Ocean Ridge, FL","Eastern Time (US & Canada)"
"14280","negative",1,"Customer Service Issue",1,"American","@AmericanAir they could be seen if your horrible customer service group would actually update the information! Never fly American again!",NA,"Atl","Central Time (US & Canada)"
"14281","neutral",0.631,NA,0,"American","@AmericanAir Am on web site requesting refund for Cancelled Flightled flight. It requires numerical document number. Where get it?",NA,NA,"Central Time (US & Canada)"
"14282","positive",0.6516,NA,NA,"American","@AmericanAir Hmm. Looks like you looked at my tweet from last month, not this one. Was able to get U.K. agent to help me, thanks.",NA,"Tucson, Arizona",NA
"14283","negative",1,"Bad Flight",0.6646,"American","@AmericanAir Stuck on a plane at JFK: food was not on the plane now we need to wait crew to push back the plane. Good job, AA!",NA,"New York City","Eastern Time (US & Canada)"
"14284","negative",0.6835,"Customer Service Issue",0.6835,"American","@AmericanAir no one met flight 1081 to LAX to tell passengers where to go or what flights they were rebooked on #badmgmt #AmericanAirlines",NA,NA,"Pacific Time (US & Canada)"
"14285","negative",1,"Flight Booking Problems",0.3546,"American","@AmericanAir while I'm aggravated - shouldn't baggage fees disappear now that gas prices have dropped?",NA,"Boston, MA","Eastern Time (US & Canada)"
"14286","positive",1,NA,NA,"American","“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!",NA,"★ Chicago'ish ★","Central Time (US & Canada)"
"14287","negative",1,"Late Flight",0.6833,"American","@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure",NA,NA,"Eastern Time (US & Canada)"
"14288","negative",1,"Lost Luggage",1,"American","@AmericanAir one of my luggage didn't made it onto my flight, hope it really gets here tomorrow, as I was told 😓😭",NA,"☀️SoFla☀️","Atlantic Time (Canada)"
"14290","neutral",1,NA,NA,"American","@AmericanAir check your dm pls",NA,"in your fav mags & blogs!!!","Eastern Time (US & Canada)"
"14291","negative",1,"Flight Attendant Complaints",0.6654,"American","@AmericanAir why don't you have driver service to get employees to work in bad weather like hospitals etc #badmgmt #AmericanAirlines",NA,NA,"Pacific Time (US & Canada)"
"14292","negative",1,"Customer Service Issue",1,"American","@AmericanAir the fact that that rule makes it poor customer service. I can Cancelled Flight/change on @SouthwestAir with no penalty or hoops.",NA,"Boston, MA","Eastern Time (US & Canada)"
"14295","neutral",0.655,NA,NA,"American","@AmericanAir a guy try right...",NA,"Reading MA","Eastern Time (US & Canada)"
"14296","negative",1,"Late Flight",1,"American","@AmericanAir You've now put me on a BA flight - can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.",NA,"London",NA
"14297","negative",1,"Flight Attendant Complaints",0.3769,"American","@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines",NA,NA,"Pacific Time (US & Canada)"
"14298","positive",0.3611,NA,0,"American","@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries.",NA,"O.K.C.","Central Time (US & Canada)"
"14299","negative",1,"Cancelled Flight",0.6948,"American","@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?",NA,NA,"Arizona"
"14300","negative",1,"Can't Tell",0.6676,"American","As am I, @AmericanAir - but thankfully there was a @united lounge next door. Really not impressed by oneworld partnerships :(",NA,"USA","Eastern Time (US & Canada)"
"14301","negative",1,"Late Flight",1,"American","@AmericanAir delayed.....wow",NA,"Washington DC","Eastern Time (US & Canada)"
"14302","negative",1,"Cancelled Flight",1,"American","@AmericanAir My flt AA375 for 02/23 got cncled and i cant get hold of a CSR so i can get alternate arrangement. Plz help",NA,NA,NA
"14303","negative",1,"Cancelled Flight",1,"American","@AmericanAir our flight was Cancelled Flightled and rebooked to United. You didn't give them accurate ticket number now we can't check in. #annoyed",NA,"Philadelphia, PA","Eastern Time (US & Canada)"
"14304","negative",1,"Customer Service Issue",1,"American","@AmericanAir You guys are totally losing me. I've been an AA fan for years but telling me reps are busy and hanging up on me is really bad.",NA,"DFW","Central Time (US & Canada)"
"14305","negative",1,"Late Flight",0.3581,"American","@AmericanAir @NY_NJairports AA1224: 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone? :(",NA,NA,NA
"14306","negative",1,"Customer Service Issue",1,"American","@AmericanAir sitting in a 2 hour long at least phone queue. Hoping I get things rebooked in time or at least some plastic wings. #tears",NA,"Portland, Orygun","America/Los_Angeles"
"14307","negative",0.661,"Late Flight",0.3443,"American","@AmericanAir it's always better to find out equipment is INOP on the ground than in the air! #safetyfirst",NA,NA,"Central Time (US & Canada)"
"14308","negative",1,"Customer Service Issue",0.375,"American","@AmericanAir is rude a hiring requirement at key west airport shaking my head",NA,NA,NA
"14309","neutral",1,NA,NA,"American","@AmericanAir can I DM you info?",NA,"Jeddah-Karachi X NYC","Quito"
"14310","negative",1,"Late Flight",1,"American","@AmericanAir 11 out of 11 delayed flights, you suck and getting worse",NA,NA,NA
"14311","negative",1,"Late Flight",1,"American","@AmericanAir Tired of sitting on a delayed #1702 again and again computer down",NA,NA,"Quito"
"14312","negative",1,"Customer Service Issue",0.3694,"American","@AmericanAir @dotnetnate Two hour wait for EXPs as I sit on a JFK PHX flight because US computers are down. Any shot at an LAX flight?",NA,NA,NA
"14313","positive",1,NA,NA,"American","@AmericanAir awesome! Thx",NA,"Nashville TN","Central Time (US & Canada)"
"14314","negative",1,"Customer Service Issue",0.6403,"American","@AmericanAir @SeguineJ AA - this is a joke, right? That line isn't even accepting calls right now - they just hang up.",NA,"Nicosia, Cyprus","Athens"
"14315","negative",1,"Flight Booking Problems",0.6541,"American","@AmericanAir yes, and rebooked incorrectly.",NA,"Austin, TX","Central Time (US & Canada)"
"14316","negative",1,"Customer Service Issue",0.6431,"American","@AmericanAir fair enough. But they could have at least told us. Once again it's the lack of communication. Delays happen, just tell me",NA,"dallas, tx",NA
"14317","negative",1,"Customer Service Issue",1,"American","@AmericanAir even with calls you haven't been able to help us anyway. #nevergettinghome",NA,NA,NA
"14318","negative",1,"Cancelled Flight",1,"American","@AmericanAir 2293 is the Cancelled Flightled one",NA,"San Francisco","London"
"14319","positive",1,NA,NA,"American","@AmericanAir 1138 got us to LGA safely. Thanks for taking the time to make the plane safe before flying!",NA,"Dallas, TX","Eastern Time (US & Canada)"
"14320","negative",1,"Cancelled Flight",1,"American","@AmericanAir Cancelled Flightled my flight, didn't notify me, and I can only rebook by phone, but can't get through to an agent. Epic. Fail.",NA,NA,"Central Time (US & Canada)"
"14321","negative",1,"Customer Service Issue",1,"American","@AmericanAir i was just severely upset by the rude cs rep. I get she's prob stressed, but I am too! An ""aw, let me help"" cld mk it btr",NA,NA,NA
"14322","negative",1,"Customer Service Issue",0.6664,"American","@AmericanAir while I'm sensitive to this fact, I don't believe that warrants poor service. A little help &amp; compassion goes a long way.",NA,NA,NA
"14323","positive",1,NA,NA,"American","@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-)",NA,"Manhattan, Kansas","Central Time (US & Canada)"
"14324","negative",1,"Customer Service Issue",0.6787,"American","@AmericanAir I did. 5 times. With 4 of those being hung up on. The other one it finally sent me to the call back notification. #FixYourStuff",NA,"Russell, KS","Central Time (US & Canada)"
"14325","negative",1,"Late Flight",0.6668,"American","@AmericanAir complt incompetence on flt 295.Lav delay from a pln that lnded last nite, no internet and poor svc. Not what I expect from u.",NA,NA,NA
"14326","positive",1,NA,NA,"American","@AmericanAir Just landed - crew couldn't have been more gracious or accommodating. Although a long delay I appreciate your prompt response!",NA,"Los Angeles, CA","Pacific Time (US & Canada)"
"14327","negative",1,"Customer Service Issue",1,"American","@AmericanAir why would I bother wasting my time calling them when they are gunna do nothing",NA,"Belleville","Eastern Time (US & Canada)"
"14328","negative",1,"Cancelled Flight",0.6672,"American","@AmericanAir five times at last count",NA,"Washington DC","Central Time (US & Canada)"
"14329","negative",1,"Late Flight",0.6786,"American","@AmericanAir as usual my next flight shows on time but it's suppose to leave in 5 minutes and hasn't boarded",NA,NA,NA
"14330","negative",0.6385,"Flight Booking Problems",0.6385,"American","@AmericanAir 250 I'm not sure if I'm rebooked now. In a line at airport trying to work it out. The earlier I can get to SFO the better:(",NA,"San Francisco","London"
"14331","negative",0.6456,"Flight Booking Problems",0.3477,"American","@AmericanAir Orbitz has only shown ""priority"" seats since we booked &amp; paid 3 weeks ago.",NA,"Chicago","Central Time (US & Canada)"
"14332","negative",0.6779,"Cancelled Flight",0.6779,"American","@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV.",NA,"Shreveport, Louisiana","Central Time (US & Canada)"
"14333","negative",1,"Bad Flight",0.6952,"American","@AmericanAir this might look good but the pita is inedible. Last year delicious shrimp cocktail. This year garbage http://t.co/Sotl8XQsrp",NA,NA,NA
"14334","negative",1,"Customer Service Issue",1,"American","@AmericanAir that's if it is ever complete and if i can ever get through customer service #theydontanswer",NA,"Belleville","Eastern Time (US & Canada)"
"14335","negative",1,"Flight Booking Problems",0.6612,"American","@AmericanAir Where are your tickets offices in Boston? Impossible to book by phone or use vouchers on website, what a headache. PLEASE HELP!",NA,"Cambridge, MA","Mid-Atlantic"
"14336","negative",1,"Can't Tell",0.6567,"American","@AmericanAir not sure what this means but son and I will certainly have operational needs for seats during Flt. 1679 next Friday, yet...",NA,"Chicago","Central Time (US & Canada)"
"14337","positive",1,NA,NA,"American","@AmericanAir flights have been on time Late Flightly though!",NA,"Dallas, Texas",NA
"14339","negative",1,"Customer Service Issue",0.6664,"American","@AmericanAir I've flown you many years without a complaint. You should start listening to your customers.  You went from first to worst",NA,NA,NA
"14340","negative",1,"Customer Service Issue",0.6655,"American","@AmericanAir Cancelled Flightled 2 of my flights for maintenance. Customer service desk is empty... Can I get a hotel at least? http://t.co/ypbkCiRBXu",NA,"Los Angeles, CA","Pacific Time (US & Canada)"
"14341","negative",1,"Bad Flight",0.7087,"American","@AmericanAir served me rubber pasta covered In sauce that tastes like plastic. Do you have any food for human consumption anymore ?",NA,NA,NA
"14342","negative",1,"Customer Service Issue",1,"American","@AmericanAir why do #exp members have to wait ""over 2 hours"" to speak with an operator? Surely this is a mistake?",NA,NA,NA
"14343","negative",1,"Cancelled Flight",1,"American","@AmericanAir u Cancelled Flightled my flight for tomorrow and tell me to call reservations but then refuse to take my call!!!  #not cool #hateful",NA,"Cool suburb N. of Dallas","Central Time (US & Canada)"
"14344","negative",0.6681,"Customer Service Issue",0.6681,"American","@AmericanAir No worries they called back 4 hrs Late Flightr while I was asleep and took an additional $200 fee. So by AA standards everything's gr8",NA,"Dallas, Texas",NA
"14345","negative",1,"Late Flight",0.6707,"American","@AmericanAir u cant spell airline and I trusted you to get me home on time and safe you are the worst #gobankrupt http://t.co/aM9CuieWO4",NA,NA,NA
"14346","negative",0.6619,"Late Flight",0.6619,"American","@AmericanAir TY Can you confirm or deny if AA953 left JFK? I want to figure out if more delays are in store. Internet giving different info.",NA,NA,NA
"14347","negative",1,"Customer Service Issue",0.6479,"American","@AmericanAir Where are your ticket offices in Boston? Impossible to book by phone or use voucher on website, what a headache! PLEASE HELP!",NA,"Cambridge, MA","Mid-Atlantic"
"14348","negative",1,"Late Flight",0.697,"American","@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.",NA,NA,NA
